0,-0,0,0.3559104,0.29304,0.3631032,0.02392,0.036478,9.79823,27.5,-1.8,-15.4
0,-0,0.018,0.3845484,0.3126204,0.35964,0.00897,0.030498,9.794044,27.5,-2.4,-15.6
0,-0,0.036,0.3848148,0.324342,0.4266396,-0.037076,-0.028704,9.835904,28.1,-1.8,-16.5
0,-0,0.054,0.4207788,0.404262,0.3732264,0.043056,0.004186,9.81019,27.4,-2.5,-15.5
0,-0,0.072,0.4223772,0.3878784,0.3597732,-0.017342,-0.008372,9.79225,27.4,-2.6,-16
0,-0,0.09,0.4383612,0.3710952,0.4298364,-0.019136,0.022126,9.833512,27.4,-2.2,-16.1
0,-0,0.108,0.435564,0.368298,0.354978,-0.039468,0.076544,9.796436,27.4,-2,-16.3
0,-0,0.126,0.4634028,0.3521808,0.3692304,-0.00299,-0.00299,9.851452,26.7,-2.6,-17
0,-0,0.144,0.4223772,0.3026304,0.3448548,-0.00299,0.078936,9.79225,27.9,-2,-16.4
0,-0,0.162,0.3328668,0.3901428,0.3825504,-0.00897,0.01495,9.793446,27.6,-2.5,-16.4
0,-0,0.18,0.3384612,0.3740256,0.3713616,-0.023322,0.012558,9.79225,27.7,-2.6,-15.1
0,-0,0.198,0.3599064,0.3284712,0.394938,-0.046046,0.05083,9.819758,27.5,-2.7,-17.8
0,-0,0.216,0.3678984,0.3299364,0.3860136,0.08372,0.05681,9.84607,27.3,-2.1,-16.9
0,-0,0.234,0.3693636,0.3918744,0.3793536,0.04186,0.04784,9.819758,27.6,-2,-15.7
0,-0,0.252,0.38628,0.3798864,0.3127536,-0.010166,0.002392,9.83112,28.4,-2,-17.3
0,-0,0.27,0.3852144,0.3785544,0.3132864,-0.00299,0.02691,9.844874,27.7,-2.5,-15
0,-0,0.288,0.4386276,0.3528468,0.2867796,0.010166,0.025116,9.806602,27.5,-2.6,-16
0,-0,0.306,0.37962,0.3079584,0.2713284,-0.000598,0.038272,9.835904,28.2,-2,-15.5
0,-0,0.324,0.3794868,0.3040956,0.3512484,-0.015548,0.034086,9.806602,27.9,-2.7,-16
0,-0,0.342,0.36963,0.297036,0.3838824,0.025714,0.070564,9.868196,27.5,-2.8,-14.8
0,-0,0.36,0.4030632,0.315684,0.3573756,-0.031694,0.0897,9.816768,27.3,-2.9,-16.3
0,-0,0.378,0.4198464,0.345654,0.317016,0.054418,0.058006,9.794642,27.3,-2,-16.2
0,-0,0.396,0.4198464,0.3328668,0.3625704,-0.049036,0.083122,9.812582,27.3,-2,-15.9
0,-0,0.414,0.3997332,0.350982,0.4274388,-0.00897,0.092092,9.78926,26.8,-2.5,-15.5
0,-0,0.432,0.4245084,0.3553776,0.4019976,0.02392,0.07774,9.767732,27.4,-2.7,-15.2
0,-0,0.45,0.436896,0.3553776,0.3532464,0.00299,0.069368,9.81916,27.2,-2.3,-15.4
